,correct_rate,response_time,set_size,response_type,cue_type,subject,exp_type
7971,1,0.647,L4,no-change,nocue,32,exp1
1143,1,1.233,L4,change,cue,5,exp1
10517,0,0.8204,L4,no-change,cue,42,exp1
12380,1,0.5992,L4,change,cue,49,exp1
10518,1,0.7916,L4,no-change,nocue,42,exp1
8140,1,0.533,L4,change,cue,32,exp1
8141,1,0.469,L4,change,nocue,32,exp1
10550,1,0.6044,L4,no-change,nocue,42,exp1
7937,1,1.55,L4,change,cue,32,exp1
487,1,0.7765,L4,no-change,nocue,2,exp1
1078,1,0.85,L4,no-change,nocue,5,exp1
8240,1,0.9238,L4,no-change,nocue,33,exp1
10592,1,0.5718,L4,change,cue,42,exp1
1075,1,0.848,L4,no-change,nocue,5,exp1
8243,1,0.8741,L4,no-change,nocue,33,exp1
8245,1,2.4325,L4,change,cue,33,exp1
523,0,1.4711,L4,change,cue,3,exp1
12436,1,0.4358,L4,no-change,cue,49,exp1
10168,1,0.8172,L4,no-change,cue,40,exp1
486,1,2.0837,L4,change,nocue,2,exp1
1073,0,0.996,L4,change,cue,5,exp1
7890,1,0.5847,L4,change,nocue,31,exp1
8253,1,1.6317,L4,no-change,cue,33,exp1
95,1,0.9373,L4,change,nocue,1,exp1
8254,1,0.8348,L4,no-change,nocue,33,exp1
10166,1,0.8336,L4,change,nocue,40,exp1
12152,1,1.0234,L4,change,nocue,48,exp1
12437,1,0.5215,L4,no-change,nocue,49,exp1
1161,1,1.251,L4,change,nocue,5,exp1
10335,1,1.0548,L4,change,nocue,41,exp1
10334,1,1.6205,L4,change,cue,41,exp1
12427,1,0.6773,L4,no-change,nocue,49,exp1
8220,1,1.0102,L4,change,cue,33,exp1
8222,1,1.649,L4,no-change,cue,33,exp1
10586,1,0.8028,L4,change,nocue,42,exp1
8224,1,1.0982,L4,change,cue,33,exp1
554,0,0.6662,L4,change,cue,3,exp1
590,1,0.8565,L4,change,cue,3,exp1
1081,1,0.932,L4,no-change,cue,5,exp1
8234,1,1.699,L4,no-change,nocue,33,exp1
8227,0,1.7728,L4,no-change,cue,33,exp1
12164,1,0.8238,L4,change,nocue,48,exp1
12162,1,0.6629,L4,no-change,cue,48,exp1
10453,1,1.0501,L4,change,cue,41,exp1
10587,1,0.6666,L4,no-change,cue,42,exp1
12160,1,0.9834,L4,change,nocue,48,exp1
10333,1,0.9826,L4,no-change,nocue,41,exp1
12432,1,0.6072,L4,change,cue,49,exp1
8233,1,1.4888,L4,no-change,cue,33,exp1
7900,1,0.5019,L4,change,nocue,31,exp1
484,1,0.5832,L4,change,cue,2,exp1
8257,1,1.0016,L4,no-change,nocue,33,exp1
10449,1,0.7506,L4,change,cue,41,exp1
8280,1,0.9512,L4,no-change,nocue,33,exp1
12136,1,0.8684,L4,no-change,cue,48,exp1
12133,1,0.9786,L4,change,nocue,48,exp1
8283,1,1.5519,L4,no-change,cue,33,exp1
481,0,0.6063,L4,no-change,nocue,2,exp1
1061,1,1.099,L4,no-change,cue,5,exp1
8288,1,0.6691,L4,change,nocue,33,exp1
12131,1,1.1528,L4,no-change,nocue,48,exp1
10149,1,0.5191,L4,no-change,cue,40,exp1
8289,1,0.8173,L4,no-change,nocue,33,exp1
10443,1,0.8516,L4,change,nocue,41,exp1
7870,1,1.3438,L4,change,cue,31,exp1
24,0,1.6347,L4,change,nocue,1,exp1
103,1,0.9673,L4,change,nocue,1,exp1
12445,1,1.195,L4,change,cue,49,exp1
8295,1,0.8181,L4,change,cue,33,exp1
10143,1,0.7242,L4,no-change,nocue,40,exp1
10142,1,1.1965,L4,no-change,cue,40,exp1
102,1,1.6497,L4,change,nocue,1,exp1
8279,1,0.9593,L4,change,nocue,33,exp1
8278,1,1.1847,L4,change,nocue,33,exp1
7767,1,1.3165,L4,no-change,cue,31,exp1
10596,1,0.7501,L4,change,nocue,42,exp1
10160,1,0.6829,L4,no-change,cue,40,exp1
10340,1,0.7003,L4,no-change,cue,41,exp1
10157,0,0.8693,L4,change,cue,40,exp1
10156,1,0.9902,L4,change,cue,40,exp1
12145,1,0.8246,L4,change,cue,48,exp1
7883,1,0.5516,L4,change,nocue,31,exp1
8262,1,1.712,L4,change,cue,33,exp1
10597,1,1.1079,L4,no-change,nocue,42,exp1
98,0,0.8179,L4,no-change,cue,1,exp1
10342,1,0.619,L4,no-change,cue,41,exp1
524,0,2.336,L4,no-change,cue,3,exp1
8264,0,2.1841,L4,change,cue,33,exp1
12442,1,0.4847,L4,no-change,nocue,49,exp1
8267,1,0.8009,L4,no-change,cue,33,exp1
7991,1,0.738,L4,no-change,cue,32,exp1
7875,1,0.6891,L4,change,nocue,31,exp1
25,0,1.2162,L4,no-change,cue,1,exp1
12138,1,0.9476,L4,no-change,cue,48,exp1
8219,1,1.1985,L4,change,nocue,33,exp1
1169,1,0.965,L4,no-change,nocue,5,exp1
7901,1,0.6674,L4,change,cue,31,exp1
8216,1,0.8686,L4,change,cue,33,exp1
8154,1,0.501,L4,change,cue,32,exp1
7927,1,0.4564,L4,no-change,nocue,31,exp1
10210,1,0.6001,L4,no-change,cue,40,exp1
12218,1,0.8638,L4,no-change,nocue,48,exp1
7926,1,0.7672,L4,no-change,cue,31,exp1
1153,1,0.882,L4,no-change,nocue,5,exp1
7922,1,0.6999,L4,no-change,cue,31,exp1
12411,1,0.675,L4,no-change,cue,49,exp1
10319,1,1.0221,L4,no-change,nocue,41,exp1
7920,1,0.7234,L4,no-change,nocue,31,exp1
518,0,1.3307,L4,change,nocue,3,exp1
10204,1,0.5683,L4,change,cue,40,exp1
8164,1,0.502,L4,change,cue,32,exp1
80,1,0.6369,L4,change,cue,1,exp1
10320,1,0.7158,L4,change,cue,41,exp1
10202,1,0.6352,L4,no-change,cue,40,exp1
12414,0,0.4368,L4,change,nocue,49,exp1
8170,1,0.436,L4,no-change,nocue,32,exp1
12412,1,0.5741,L4,change,cue,49,exp1
8172,1,0.422,L4,no-change,cue,32,exp1
10213,1,0.4366,L4,change,cue,40,exp1
8150,1,1.189,L4,change,nocue,32,exp1
7935,1,0.6117,L4,no-change,cue,31,exp1
10313,1,0.7346,L4,change,cue,41,exp1
8142,0,0.452,L4,change,cue,32,exp1
76,0,0.6324,L4,no-change,cue,1,exp1
10551,1,0.8182,L4,no-change,nocue,42,exp1
10468,1,0.8825,L4,change,cue,41,exp1
77,1,1.1007,L4,no-change,nocue,1,exp1
579,1,0.544,L4,no-change,nocue,3,exp1
8151,1,1.236,L4,no-change,nocue,32,exp1
497,1,0.7232,L4,no-change,cue,2,exp1
8145,0,1.038,L4,no-change,cue,32,exp1
8147,1,0.568,L4,change,nocue,32,exp1
8148,1,0.83,L4,no-change,cue,32,exp1
7931,1,0.6394,L4,change,cue,31,exp1
580,1,0.5105,L4,no-change,cue,3,exp1
10038,1,1.0981,L4,no-change,nocue,40,exp1
12221,1,1.0854,L4,change,cue,48,exp1
7929,1,0.8132,L4,change,cue,31,exp1
12228,1,0.7646,L4,change,cue,48,exp1
1154,1,1.046,L4,change,cue,5,exp1
8174,1,0.467,L4,no-change,nocue,32,exp1
10322,1,0.7999,L4,change,nocue,41,exp1
8205,1,1.4914,L4,change,nocue,33,exp1
8206,1,2.1321,L4,change,nocue,33,exp1
10581,1,0.8841,L4,change,cue,42,exp1
10582,0,1.172,L4,change,cue,42,exp1
28,1,0.9497,L4,change,cue,1,exp1
588,0,0.7973,L4,change,nocue,3,exp1
7903,1,0.6561,L4,no-change,cue,31,exp1
10185,1,0.6512,L4,no-change,cue,40,exp1
12186,1,1.0839,L4,no-change,cue,48,exp1
12180,1,0.9786,L4,no-change,nocue,48,exp1
12179,1,0.8068,L4,change,cue,48,exp1
12176,1,1.2009,L4,no-change,nocue,48,exp1
12175,1,0.9329,L4,change,cue,48,exp1
10181,1,2.0166,L4,change,cue,40,exp1
10180,1,0.8052,L4,no-change,cue,40,exp1
90,1,0.8366,L4,no-change,nocue,1,exp1
10583,0,0.7838,L4,change,nocue,42,exp1
7902,0,0.8459,L4,change,cue,31,exp1
10184,1,1.1671,L4,change,nocue,40,exp1
12422,1,0.5424,L4,change,cue,49,exp1
10188,1,0.7668,L4,change,nocue,40,exp1
10191,1,0.8667,L4,change,cue,40,exp1
12204,1,0.9361,L4,change,nocue,48,exp1
12417,1,0.7208,L4,change,nocue,49,exp1
84,1,0.6679,L4,change,nocue,1,exp1
1092,0,0.951,L4,change,nocue,5,exp1
1090,1,0.881,L4,no-change,nocue,5,exp1
7914,1,0.3953,L4,no-change,nocue,31,exp1
7913,1,0.5868,L4,no-change,nocue,31,exp1
12418,1,0.6443,L4,no-change,nocue,49,exp1
8185,1,0.431,L4,no-change,nocue,32,exp1
489,1,0.7255,L4,change,nocue,2,exp1
1088,1,1.247,L4,no-change,cue,5,exp1
12199,1,0.6681,L4,change,cue,48,exp1
85,0,0.7002,L4,no-change,cue,1,exp1
12197,1,0.581,L4,no-change,cue,48,exp1
586,0,0.521,L4,change,cue,3,exp1
8196,1,1.6161,L4,change,nocue,33,exp1
12192,1,0.6355,L4,no-change,cue,48,exp1
29,1,1.0843,L4,no-change,nocue,1,exp1
12187,1,0.8785,L4,no-change,nocue,48,exp1
12166,1,0.7501,L4,change,nocue,48,exp1
8528,1,0.8125,L4,change,cue,34,exp1
9538,1,0.569,L4,change,cue,38,exp1
11918,1,1.047,L4,change,nocue,47,exp1
9194,1,0.6026,L4,no-change,cue,36,exp1
11371,0,1.0807,L4,change,cue,45,exp1
9698,1,0.7191,L4,change,nocue,38,exp1
11369,1,0.5314,L4,change,cue,45,exp1
11368,1,0.3675,L4,no-change,cue,45,exp1
9696,1,0.7005,L4,change,cue,38,exp1
9199,1,1.8744,L4,change,nocue,36,exp1
832,1,1.5333,L4,change,cue,4,exp1
9695,1,0.5809,L4,change,cue,38,exp1
11364,1,0.4478,L4,no-change,cue,45,exp1
713,1,0.834,L4,change,cue,3,exp1
9202,1,1.8239,L4,change,cue,36,exp1
9205,0,1.1476,L4,no-change,cue,36,exp1
9210,1,0.8379,L4,change,nocue,36,exp1
9211,0,1.2828,L4,no-change,nocue,36,exp1
11363,1,0.5831,L4,no-change,cue,45,exp1
294,1,0.924,L4,change,cue,2,exp1
10974,1,1.7475,L4,no-change,cue,43,exp1
9215,1,0.8166,L4,change,nocue,36,exp1
9689,1,0.6885,L4,no-change,nocue,38,exp1
295,1,0.8016,L4,change,cue,2,exp1
11357,1,0.4793,L4,no-change,cue,45,exp1
9204,1,0.7306,L4,no-change,cue,36,exp1
11356,1,0.5977,L4,change,cue,45,exp1
9705,1,0.688,L4,no-change,nocue,38,exp1
292,1,0.835,L4,no-change,cue,2,exp1
843,1,1.1344,L4,change,nocue,4,exp1
9163,0,0.7333,L4,no-change,nocue,36,exp1
394,0,0.6599,L4,change,cue,2,exp1
9165,1,0.7793,L4,change,nocue,36,exp1
841,1,1.1682,L4,change,nocue,4,exp1
840,1,1.8183,L4,no-change,nocue,4,exp1
9719,1,0.7138,L4,no-change,cue,38,exp1
9170,1,0.757,L4,change,cue,36,exp1
392,1,0.7076,L4,no-change,cue,2,exp1
9717,1,0.7305,L4,change,nocue,38,exp1
9188,1,1.2973,L4,no-change,nocue,36,exp1
838,1,0.9591,L4,no-change,nocue,4,exp1
11389,1,0.6643,L4,no-change,nocue,45,exp1
288,1,0.8222,L4,no-change,cue,2,exp1
10967,1,1.8562,L4,no-change,nocue,43,exp1
9710,1,0.6043,L4,no-change,cue,38,exp1
11383,1,0.6477,L4,change,nocue,45,exp1
709,1,0.7682,L4,no-change,nocue,3,exp1
10968,1,0.6635,L4,change,cue,43,exp1
11377,0,1.1817,L4,change,nocue,45,exp1
9185,1,1.3359,L4,change,cue,36,exp1
9707,1,0.568,L4,no-change,nocue,38,exp1
391,1,1.5019,L4,no-change,cue,2,exp1
10979,1,1.1166,L4,change,nocue,43,exp1
10980,1,0.7826,L4,change,cue,43,exp1
9228,1,1.3348,L4,no-change,cue,37,exp1
9265,1,2.0681,L4,change,cue,37,exp1
11324,1,0.6652,L4,change,nocue,45,exp1
717,1,0.6337,L4,no-change,cue,3,exp1
9269,1,1.8344,L4,change,cue,37,exp1
9270,1,1.3962,L4,change,nocue,37,exp1
11316,1,1.0502,L4,change,cue,45,exp1
718,0,0.5679,L4,change,nocue,3,exp1
9272,1,3.1717,L4,change,nocue,37,exp1
816,1,0.6679,L4,change,nocue,4,exp1
9666,1,0.5328,L4,no-change,cue,38,exp1
11325,1,1.1745,L4,change,cue,45,exp1
306,1,0.6526,L4,no-change,nocue,2,exp1
11001,1,1.0472,L4,change,cue,43,exp1
9279,0,2.2079,L4,no-change,cue,37,exp1
9280,1,3.7002,L4,no-change,nocue,37,exp1
814,1,1.0012,L4,change,nocue,4,exp1
9664,1,0.6701,L4,no-change,nocue,38,exp1
9283,1,1.2842,L4,change,nocue,37,exp1
11308,0,0.5665,L4,no-change,cue,45,exp1
719,0,0.6169,L4,change,cue,3,exp1
9284,1,2.5662,L4,change,cue,37,exp1
720,1,0.6329,L4,change,cue,3,exp1
11310,1,0.4854,L4,no-change,cue,45,exp1
385,1,0.6628,L4,change,nocue,2,exp1
9263,1,1.2298,L4,no-change,cue,37,exp1
11329,1,0.8004,L4,no-change,nocue,45,exp1
9232,1,0.8595,L4,no-change,nocue,37,exp1
9233,1,1.5654,L4,no-change,nocue,37,exp1
9686,1,0.7339,L4,change,cue,38,exp1
10982,1,4.5827,L4,no-change,nocue,43,exp1
11347,1,0.7665,L4,change,cue,45,exp1
9239,1,1.121,L4,no-change,nocue,37,exp1
11346,0,0.6495,L4,change,nocue,45,exp1
9685,1,0.9821,L4,change,nocue,38,exp1
11345,0,0.5304,L4,change,nocue,45,exp1
9683,0,0.603,L4,change,cue,38,exp1
9243,1,1.4151,L4,change,nocue,37,exp1
10986,1,1.902,L4,no-change,nocue,43,exp1
299,1,0.8496,L4,no-change,cue,2,exp1
11338,1,0.6475,L4,no-change,nocue,45,exp1
11333,1,0.5408,L4,no-change,nocue,45,exp1
9248,1,0.963,L4,change,nocue,37,exp1
9251,1,1.5519,L4,change,cue,37,exp1
9679,1,0.439,L4,no-change,cue,38,exp1
10995,1,2.0332,L4,change,nocue,43,exp1
9256,1,1.6331,L4,change,cue,37,exp1
9675,1,0.5515,L4,change,nocue,38,exp1
9258,1,1.3562,L4,no-change,cue,37,exp1
9260,1,1.3988,L4,no-change,nocue,37,exp1
9160,0,0.8484,L4,change,cue,36,exp1
9156,1,1.7695,L4,no-change,cue,36,exp1
9154,1,0.699,L4,no-change,nocue,36,exp1
845,1,1.6179,L4,no-change,cue,4,exp1
9076,0,1.0303,L4,no-change,nocue,36,exp1
10909,1,3.2074,L4,change,nocue,43,exp1
11472,1,0.9641,L4,no-change,cue,45,exp1
267,1,0.8187,L4,no-change,nocue,2,exp1
11467,0,0.6977,L4,change,nocue,45,exp1
10913,1,3.7635,L4,no-change,nocue,43,exp1
10914,1,1.4195,L4,no-change,cue,43,exp1
9083,1,0.7906,L4,change,cue,36,exp1
10916,1,1.7309,L4,change,cue,43,exp1
11463,0,0.4731,L4,change,nocue,45,exp1
11475,1,0.9335,L4,change,cue,45,exp1
9760,1,1.5529,L4,no-change,cue,39,exp1
10923,1,0.8211,L4,change,nocue,43,exp1
862,1,0.7345,L4,no-change,nocue,4,exp1
9759,1,3.158,L4,change,nocue,39,exp1
697,1,0.4699,L4,no-change,nocue,3,exp1
9093,1,0.7196,L4,no-change,cue,36,exp1
11456,1,1.1027,L4,no-change,cue,45,exp1
9754,1,1.0176,L4,no-change,nocue,39,exp1
10931,1,1.5812,L4,change,cue,43,exp1
10933,1,1.4975,L4,no-change,nocue,43,exp1
11453,0,1.7566,L4,change,nocue,45,exp1
11461,1,0.438,L4,no-change,cue,45,exp1
265,1,0.8852,L4,change,cue,2,exp1
11478,0,0.6814,L4,change,cue,45,exp1
11479,1,0.7638,L4,change,nocue,45,exp1
409,1,0.7681,L4,change,cue,2,exp1
260,1,0.9658,L4,no-change,nocue,2,exp1
9041,0,0.9748,L4,change,nocue,36,exp1
11497,1,0.7473,L4,no-change,cue,45,exp1
9043,1,0.7521,L4,no-change,nocue,36,exp1
9048,0,1.0835,L4,no-change,cue,36,exp1
264,1,0.8019,L4,no-change,nocue,2,exp1
9049,1,0.5828,L4,change,cue,36,exp1
11485,1,0.5313,L4,no-change,nocue,45,exp1
9771,0,0.8389,L4,change,cue,39,exp1
869,1,0.9677,L4,no-change,cue,4,exp1
9055,1,1.0875,L4,change,nocue,36,exp1
9056,0,2.6024,L4,no-change,nocue,36,exp1
11484,1,0.8692,L4,no-change,nocue,45,exp1
9058,0,1.8575,L4,no-change,nocue,36,exp1
868,1,1.2762,L4,change,nocue,4,exp1
9767,0,2.1784,L4,no-change,cue,39,exp1
10905,1,1.0391,L4,no-change,cue,43,exp1
9060,0,1.6069,L4,no-change,cue,36,exp1
9065,1,0.7506,L4,change,cue,36,exp1
9067,1,0.6237,L4,change,cue,36,exp1
9068,0,0.9692,L4,change,nocue,36,exp1
9071,1,1.4039,L4,no-change,cue,36,exp1
9102,1,0.6804,L4,change,cue,36,exp1
11002,1,0.8576,L4,change,nocue,43,exp1
11449,1,1.7304,L4,no-change,cue,45,exp1
11446,1,0.7546,L4,change,nocue,45,exp1
11423,1,0.7212,L4,change,nocue,45,exp1
10946,1,1.2141,L4,no-change,cue,43,exp1
11418,1,1.2338,L4,no-change,cue,45,exp1
11412,1,0.6051,L4,change,cue,45,exp1
9135,1,0.6163,L4,change,nocue,36,exp1
700,1,1.3116,L4,no-change,cue,3,exp1
10947,1,0.9536,L4,change,cue,43,exp1
9736,1,0.7551,L4,no-change,nocue,39,exp1
701,1,0.6119,L4,change,cue,3,exp1
9139,1,0.6633,L4,change,nocue,36,exp1
9130,1,0.8872,L4,no-change,nocue,36,exp1
9140,1,1.1818,L4,change,nocue,36,exp1
11407,1,0.617,L4,change,cue,45,exp1
9733,1,0.6562,L4,no-change,nocue,39,exp1
9146,1,0.6988,L4,change,cue,36,exp1
9730,1,0.8271,L4,change,nocue,39,exp1
9148,1,1.6158,L4,no-change,nocue,36,exp1
702,0,0.5038,L4,change,nocue,3,exp1
847,1,1.8179,L4,no-change,cue,4,exp1
9151,1,0.5547,L4,change,cue,36,exp1
10953,1,0.8642,L4,change,nocue,43,exp1
283,1,0.8338,L4,change,nocue,2,exp1
11409,1,0.454,L4,no-change,nocue,45,exp1
278,1,1.2064,L4,change,nocue,2,exp1
10944,0,1.9995,L4,no-change,nocue,43,exp1
10943,1,1.3859,L4,change,cue,43,exp1
9749,1,1.3685,L4,change,cue,39,exp1
11442,1,0.7906,L4,no-change,nocue,45,exp1
11441,1,1.116,L4,change,cue,45,exp1
9108,1,1.1021,L4,no-change,nocue,36,exp1
856,1,0.7851,L4,change,cue,4,exp1
9113,1,0.9309,L4,no-change,cue,36,exp1
9115,1,1.3664,L4,change,nocue,36,exp1
9116,1,1.0227,L4,no-change,nocue,36,exp1
274,1,0.8064,L4,no-change,cue,2,exp1
9117,1,0.9171,L4,no-change,cue,36,exp1
9118,0,0.9642,L4,no-change,cue,36,exp1
10938,1,1.1139,L4,change,nocue,43,exp1
10940,1,1.1735,L4,change,cue,43,exp1
11438,1,0.8701,L4,no-change,cue,45,exp1
9746,1,1.4611,L4,change,nocue,39,exp1
11434,1,0.7232,L4,no-change,cue,45,exp1
11432,0,30.986,L4,change,nocue,45,exp1
9742,1,1.7915,L4,change,cue,39,exp1
9122,0,1.0645,L4,change,cue,36,exp1
852,1,1.0177,L4,no-change,cue,4,exp1
11431,1,0.7973,L4,no-change,nocue,45,exp1
11429,1,0.7679,L4,no-change,nocue,45,exp1
10942,1,1.7803,L4,no-change,cue,43,exp1
11448,1,1.3516,L4,change,cue,45,exp1
9774,0,1.7524,L4,change,cue,39,exp1
9286,1,1.3026,L4,no-change,nocue,37,exp1
11303,1,0.817,L4,no-change,cue,45,exp1
11176,1,0.8492,L4,no-change,cue,44,exp1
11175,1,0.8058,L4,change,nocue,44,exp1
9447,1,4.2902,L4,change,nocue,37,exp1
11172,1,0.751,L4,change,cue,44,exp1
9578,1,0.6387,L4,no-change,nocue,38,exp1
9450,1,1.1185,L4,no-change,nocue,37,exp1
9451,1,0.7667,L4,no-change,nocue,37,exp1
768,0,4.2018,L4,no-change,nocue,4,exp1
739,1,0.3838,L4,no-change,nocue,3,exp1
9456,1,1.0665,L4,change,cue,37,exp1
771,1,1.4844,L4,change,cue,4,exp1
11166,1,0.9509,L4,change,nocue,44,exp1
9573,1,0.5195,L4,change,nocue,38,exp1
9460,1,1.9173,L4,no-change,cue,37,exp1
11162,1,0.8679,L4,no-change,nocue,44,exp1
9572,1,0.5958,L4,change,nocue,38,exp1
9469,1,1.9974,L4,change,cue,37,exp1
11155,1,0.7722,L4,no-change,cue,44,exp1
9470,1,0.6576,L4,no-change,nocue,37,exp1
344,1,0.6864,L4,no-change,cue,2,exp1
9471,1,0.9609,L4,change,nocue,37,exp1
9472,1,0.6783,L4,change,nocue,38,exp1
11164,1,0.7086,L4,change,nocue,44,exp1
11150,1,0.9179,L4,no-change,cue,44,exp1
9441,1,3.0027,L4,change,nocue,37,exp1
9588,1,0.503,L4,change,nocue,38,exp1
370,0,0.9253,L4,no-change,nocue,2,exp1
11057,1,1.7565,L4,no-change,cue,44,exp1
9600,1,0.6983,L4,no-change,nocue,38,exp1
11196,1,0.8611,L4,change,cue,44,exp1
368,1,0.7859,L4,no-change,cue,2,exp1
11194,1,0.7398,L4,change,cue,44,exp1
781,0,3.2678,L4,change,nocue,4,exp1
11192,1,0.7353,L4,change,nocue,44,exp1
9419,1,1.8891,L4,change,cue,37,exp1
9598,1,0.7971,L4,no-change,cue,38,exp1
11061,1,1.8336,L4,no-change,nocue,44,exp1
9422,1,1.1419,L4,change,nocue,37,exp1
9424,1,1.436,L4,no-change,cue,37,exp1
9425,0,2.2532,L4,no-change,nocue,37,exp1
9595,1,0.4629,L4,no-change,nocue,38,exp1
776,1,1.6348,L4,change,nocue,4,exp1
335,1,3.7825,L4,change,cue,2,exp1
9594,0,0.8664,L4,change,cue,38,exp1
9593,1,0.6343,L4,no-change,nocue,38,exp1
11059,1,1.0344,L4,change,cue,44,exp1
9436,1,2.6653,L4,no-change,cue,37,exp1
11181,1,0.8512,L4,no-change,nocue,44,exp1
11189,1,0.789,L4,change,cue,44,exp1
11149,1,1.8973,L4,no-change,nocue,44,exp1
9479,1,0.7134,L4,change,nocue,38,exp1
366,1,1.3841,L4,change,cue,2,exp1
9508,1,0.533,L4,change,cue,38,exp1
11088,1,0.9011,L4,no-change,nocue,44,exp1
9509,1,0.4958,L4,change,cue,38,exp1
748,1,0.6532,L4,no-change,cue,3,exp1
11092,1,1.0496,L4,change,nocue,44,exp1
363,1,0.7828,L4,no-change,nocue,2,exp1
9518,1,0.7642,L4,change,nocue,38,exp1
362,0,1.0256,L4,change,cue,2,exp1
9521,1,0.7068,L4,no-change,nocue,38,exp1
11117,1,1.1261,L4,change,nocue,44,exp1
9507,1,0.4056,L4,no-change,cue,38,exp1
11115,1,0.8502,L4,change,cue,44,exp1
11114,1,1.2232,L4,change,cue,44,exp1
9543,1,0.6311,L4,no-change,nocue,38,exp1
750,0,1.0508,L4,change,nocue,3,exp1
9530,1,0.5031,L4,no-change,nocue,38,exp1
11100,1,0.9757,L4,no-change,cue,44,exp1
358,1,0.5701,L4,no-change,nocue,2,exp1
11105,1,0.8321,L4,no-change,cue,44,exp1
11104,1,0.9303,L4,no-change,cue,44,exp1
11101,1,1.3239,L4,no-change,nocue,44,exp1
359,0,0.6863,L4,change,nocue,2,exp1
9546,1,0.7183,L4,no-change,cue,38,exp1
9554,0,0.5803,L4,change,cue,38,exp1
11087,1,0.983,L4,no-change,cue,44,exp1
9504,1,0.7136,L4,change,cue,38,exp1
9567,0,0.6137,L4,change,cue,38,exp1
11074,1,1.2823,L4,change,nocue,44,exp1
9483,1,0.786,L4,no-change,nocue,38,exp1
11075,1,1.459,L4,change,cue,44,exp1
11143,1,0.764,L4,no-change,nocue,44,exp1
350,1,0.6056,L4,change,nocue,2,exp1
9484,1,0.7061,L4,no-change,cue,38,exp1
11077,1,0.9018,L4,no-change,nocue,44,exp1
9564,1,0.7174,L4,no-change,cue,38,exp1
9486,1,0.6715,L4,change,cue,38,exp1
11137,1,0.8139,L4,no-change,cue,44,exp1
9489,1,0.7896,L4,change,nocue,38,exp1
364,1,0.6175,L4,no-change,nocue,2,exp1
744,1,0.5336,L4,no-change,nocue,3,exp1
11081,1,1.4264,L4,no-change,nocue,44,exp1
763,1,0.6336,L4,change,cue,3,exp1
745,1,0.7004,L4,change,nocue,3,exp1
9499,1,0.6552,L4,no-change,nocue,38,exp1
9557,1,0.5338,L4,change,nocue,38,exp1
9500,1,0.5836,L4,no-change,cue,38,exp1
11132,1,0.9364,L4,change,nocue,44,exp1
9501,1,0.7334,L4,no-change,cue,38,exp1
11086,1,0.9842,L4,change,cue,44,exp1
11201,1,0.7146,L4,change,cue,44,exp1
9410,1,1.8834,L4,change,cue,37,exp1
9603,1,0.4688,L4,change,nocue,38,exp1
9409,1,0.9488,L4,no-change,cue,37,exp1
724,1,0.8671,L4,no-change,cue,3,exp1
11270,1,0.6057,L4,no-change,cue,45,exp1
9645,1,0.6874,L4,no-change,cue,38,exp1
380,1,0.7518,L4,no-change,cue,2,exp1
725,1,0.5822,L4,no-change,cue,3,exp1
11266,1,0.4723,L4,no-change,nocue,45,exp1
9643,1,0.5973,L4,change,cue,38,exp1
11265,1,0.3998,L4,no-change,nocue,45,exp1
806,1,1.0177,L4,no-change,cue,4,exp1
9331,1,0.8054,L4,no-change,cue,37,exp1
9321,1,0.8159,L4,change,nocue,37,exp1
318,1,0.8551,L4,change,nocue,2,exp1
11263,1,0.9743,L4,no-change,cue,44,exp1
11020,1,1.2987,L4,change,cue,44,exp1
11021,1,1.7172,L4,change,nocue,44,exp1
805,1,2.301,L4,no-change,cue,4,exp1
11025,1,1.57,L4,change,nocue,44,exp1
729,0,0.4841,L4,change,nocue,3,exp1
9337,1,1.0835,L4,change,nocue,37,exp1
9339,1,1.2321,L4,change,cue,37,exp1
11026,1,1.4704,L4,change,nocue,44,exp1
378,1,0.7316,L4,change,nocue,2,exp1
11019,1,1.8631,L4,no-change,nocue,44,exp1
9319,1,1.2777,L4,no-change,nocue,37,exp1
11273,1,0.9808,L4,change,nocue,45,exp1
11013,1,1.0516,L4,no-change,cue,44,exp1
9287,1,1.1998,L4,no-change,cue,37,exp1
9288,1,1.2874,L4,change,cue,37,exp1
11006,1,1.5169,L4,no-change,cue,43,exp1
11298,1,0.5675,L4,change,cue,45,exp1
9292,1,1.6687,L4,no-change,cue,37,exp1
11297,1,0.506,L4,no-change,nocue,45,exp1
11008,1,1.9992,L4,no-change,cue,44,exp1
812,0,0.9547,L4,change,cue,4,exp1
9296,1,1.9712,L4,no-change,cue,37,exp1
11291,1,1.3725,L4,change,cue,45,exp1
9657,1,0.7638,L4,no-change,nocue,38,exp1
9653,1,0.6354,L4,no-change,nocue,38,exp1
314,0,2.7417,L4,change,cue,2,exp1
9651,1,0.7001,L4,no-change,nocue,38,exp1
11280,1,0.6975,L4,no-change,nocue,45,exp1
9308,1,0.886,L4,no-change,nocue,37,exp1
11010,1,0.8,L4,no-change,cue,44,exp1
809,1,0.9346,L4,no-change,nocue,4,exp1
11277,1,0.9792,L4,change,nocue,45,exp1
11011,0,2.3056,L4,change,cue,44,exp1
9313,1,0.9435,L4,change,nocue,37,exp1
9315,1,0.8452,L4,change,cue,37,exp1
11275,1,1.1194,L4,change,nocue,45,exp1
798,1,1.4008,L4,no-change,nocue,4,exp1
11003,1,0.9193,L4,no-change,cue,43,exp1
9633,1,0.5473,L4,no-change,cue,38,exp1
